Course,Location,URL,Status_code,Remark,flag
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://www.criticalthinking.org/pages/structures-for-student-self-%20%20assessment/458,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://www.assessmentforlearning.edu.au/professional_learning/student_self-%20%20assessment/student_strategies_enhance.html,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://www.assessmentforlearning.edu.au/professional_learning/modules/intro_to_afl/introductio%20%20n_key_questions.html,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,https://www.nwea.org/blog/2015/the-importance-of-student-self-assessment/,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://educationcloset.com/2011/08/01/using-technology-to-creatively-assess-students-and-teachers/,403,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://www.exemplars.com/resources/rubrics,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://rubistar.4teachers.org/,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Self Assessment in the Digital Age\Opportunities for Learning and Practice: Self Assessment in the Digital Age\Resources,http://www.readwritethink.org/professional-development/strategy-guides/promoting-%20%20student-self-assessment-30102.html,301,Promoting Student Self-Assessment - ReadWriteThink,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Learner Feedback and Coaching in EDT\Opportunities for Learning and Practice\Resources,http://search.proquest.com.cuw.ezproxy.switchinc.org/docview/217788462?accountid=10249,302,"A Constructivist Model of Mentoring, Coaching, and Facilitating Online Discussions - ProQuest",0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Learner Feedback and Coaching in EDT\Opportunities for Learning and Practice\Resources,http://search.proquest.com.cuw.ezproxy.switchinc.org/docview/230698642?accountid=10249,302,Closing the Distance: Success Coaching for Online Education Goes Mainstream - ProQuest,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Learner Feedback and Coaching in EDT\Opportunities for Learning and Practice\Resources,https://www.iste.org/explore/articleDetail?articleid=451&amp;category=Set-the-%20%20standard&amp;article=,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Models\Opportunities for Learning & Practice: Blended Learning Model\Resources,http://www.youtube.com/watch?v=3xMqJmMcME0,301,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Models\Opportunities for Learning & Practice: Blended Learning Model\Resources,http://www.youtube.com/watch?v=QF8ODHN6Os8,301,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Models\Opportunities for Learning & Practice: Blended Learning Model\Resources,http://www.christenseninstitute.org/wp-content/uploads/2013/05/Is-K-12-Blended-Learning-Disruptive.pdf,403,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Models\Opportunities for Learning & Practice: Blended Learning Model\Resources,http://www.youtube.com/watch?v=xoSJ3_dZcm8,301,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Environments\Opportunities for Learning & Practice: Blended Learning Environments\Resources,http://www.edutopia.org/blog/blended-online-learning-heather-wolpert-gawron%20,403,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Environments\Opportunities for Learning & Practice: Blended Learning Environments\Resources,http://thejournal.com/articles/2012/10/04/5-skills-for-blended-learning-teachers.aspx%20,301,The resource cannot be found.,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Environments\Opportunities for Learning & Practice: Blended Learning Environments\Resources,http://www.dreambox.com/blog/6-models-blended-learning,403,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning Environments\Opportunities for Learning & Practice: Blended Learning Environments\Resources,http://www.educatorstechnology.com/2013/04/10-reasons-teachers-should-try-blended.html%20,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Rotation Model of Blended Learning\Opportunities for Learning & Practice: Rotation Model of Blended Learning\Resources,https://concordia.blackboard.com/bbcswebdav/pid-65890-dt-content-rid-110034_1/xid-110034_1,302,Blackboard Redirect,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Rotation Model of Blended Learning\Opportunities for Learning & Practice: Rotation Model of Blended Learning\Resources,http://etale.org/main/2013/02/21/a-flipped-classroom-primer/,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Rotation Model of Blended Learning\Opportunities for Learning & Practice: Rotation Model of Blended Learning\Resources,http://youtu.be/br4ETlxEkMI,302,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Rotation Model of Blended Learning\Opportunities for Learning & Practice: Rotation Model of Blended Learning\Resources,http://youtu.be/t3Ph0ngTDXM,302,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Rotation Model of Blended Learning\Opportunities for Learning & Practice: Rotation Model of Blended Learning\Resources,http://youtu.be/T31ktIdXMMY,302,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Flex Model of Blended Learning\Opportunities for Learning & Practice: Flex Model of Blended Learning\Resources,https://concordia.blackboard.com/bbcswebdav/pid-65897-dt-content-rid-110034_1/xid-110034_1,302,Blackboard Redirect,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Flex Model of Blended Learning\Opportunities for Learning & Practice: Flex Model of Blended Learning\Resources,http://www.mydestinationtrainer.blogspot.com/2012/08/blended-learningthe-flex-model.html,301,DESTINATION TRAINING: Blended Learning:The Flex Model,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Flex Model of Blended Learning\Opportunities for Learning & Practice: Flex Model of Blended Learning\Resources,http://www.dreambox.com/blog/spotlight-on-the-flex-model-of-blended-learning,403,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Flex Model of Blended Learning\Opportunities for Learning & Practice: Flex Model of Blended Learning\Resources,http://vimeo.com/103406056,301,Flexible blended learning: A snapshot of online and mobile learning material formats and tips on Vimeo,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Flex Model of Blended Learning\Opportunities for Learning & Practice: Flex Model of Blended Learning\Resources,http://youtu.be/jMRYMRzowCI,302,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Enriched-Virtual Model of Blended Learning\Opportunities for Learning & Practice: Enriched Virtual Model of Blended Learning\Resources,https://concordia.blackboard.com/bbcswebdav/pid-65904-dt-content-rid-110034_1/xid-110034_1,302,Blackboard Redirect,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,https://concordia.blackboard.com/bbcswebdav/pid-65911-dt-content-rid-110034_1/xid-110034_1,302,Blackboard Redirect,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,http://www.dreambox.com/blog/spotlight-on-self-blend-model-of-learning,403,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,http://etale.org/main/2012/12/10/beyond-blended-teaching-to-self-blended-learning/,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,http://etale.org/main/2013/03/11/5-examples-of-self-blended-learning/,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,http://etale.org/main/2013/03/10/elementary-schools-uses-university-moocs-for-blended-learning/,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Self-Blended Model of Blended Learning\Opportunities for Learning & Practice: Self-Blended Model of Blended Learning\Resources,http://etale.org/main/2013/03/24/self-blended-degrees/,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning and Differentiated Instruction\Opportunities for Learning & Practice: Blended Learning and Differentiated Instruction\Resources,https://www.youtube.com/watch?v=Mb2d8E1dZjY,200,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning and Differentiated Instruction\Opportunities for Learning & Practice: Blended Learning and Differentiated Instruction\Resources,http://www.edu.gov.on.ca/elearning/pdf/TeachLearnDI.pdf,200,OK,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning and Differentiated Instruction\Opportunities for Learning & Practice: Blended Learning and Differentiated Instruction\Resources,https://www.youtube.com/watch?v=W4HlrNxxlKc,200,processed,0
EDT-820_2.0_01-15-2015: EDT-820 CBE R Blended Learning (01-15-2015) v.2,Blended Learning and Differentiated Instruction\Opportunities for Learning & Practice: Blended Learning and Differentiated Instruction\Resources,http://www.learnnc.org/lp/media/misc/2010/ncties_bhobgood_blended/default.htm,200,OK,0
